Server 2022 stock os

"Registry Time","Total Events","Opens","Closes","Reads","Writes","Other","Path"
"0.0000037","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DevSwitchSuppressMask"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DFPModePruningPolicy"
"0.0000036","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\Disable4GBTAGLimit"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\Disable4GBTAGLimitAddendum"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DISABLE_DOWNSPREAD"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DISABLE_DSC"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DISABLE_MST"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DISABLE_QSES"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DISABLE_SSC"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\Disable_xvYCC"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableAsyncPstates"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\disableCheckMpoCache"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\disableDither"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableDynamicPstate"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableGrAuto"
"0.0000019","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableHDTVRes"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableHPDFakeMonitor"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\disableLutForRGB16"
"0.0000036","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableMonitorSyncPolarityOverride"
"0.0000035","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableMosaicSinglePageBar1"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableNonMigratableSegment"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\disableOSVRR"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableOverclockedPstates"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\disablePsrForMdm"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisableRmWar3275257"
"0.0000019","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\disableRS2HdrYuv422"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\disallowVRDesktop"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\displayCapsCtrl"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\displayDefaultPolicy"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\displayLessMaxHeight"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\displayLessMaxWidth"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisplayLessPolicy"
"0.0000036","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisplayPort10bpcPolicy"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisplayPortCfgPolicy"
"0.0000021","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisplayUserModeDriverName"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DisplayUserModeDriverNameWow"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DitherToBpcAlgo"
"0.0000019","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\dmaTrackingDataArraySize"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP2VGAFakeEdid"
"0.0000030","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP2X_FPGA_UHBR_SUPPORT"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP2X_IGNORE_CABLE_ID_CAPS"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_BUG_4388987_WAR"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_BYPASS_EDP_ILR_REV_CHECK"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_DISABLE_TUNNEL_BW_ALLOCATION"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_DSC_MST_CAP_BUG_3143315"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_HDCP_AUTH_ONLY_ON_DEMAND"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_KEEP_OPT_LINK_ALIVE"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_KEEP_OPT_LINK_ALIVE_MST"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_KEEP_OPT_LINK_ALIVE_SST"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_POWER_DOWN_PHY"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_REASSESS_MAX_LINK"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DP_SKIP_ZERO_OUI_CACHE"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\dpBpcOverride"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DpMstMaxMonitorsPerConnector"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DpMstMaxMonitorsPerLogicalGpu"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DpMstModeFiltrationPolicySelect"
"0.0000076","8","0","0","8","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DriverDesc"
"0.0000118","9","0","0","9","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DriverSupportModules"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DualConnectorTileDisplay"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DualOverscanRatioThreshold"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\Dummy"
"0.0000023","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\dumpVrrInfoIntervalMs"
"0.0000020","1","1","0","0","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DX9"
"0.0000674","30","0","0","30","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DXCoreAttributes"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DxLabSuppressErrorBreak"
"0.0000035","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\DynamicToneMappingByLTM"
"0.0000016","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EACCDISPIG"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EBPFIG"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EDEFALLRES"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EdidLock"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EmulationControl"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\ENABLE_FAST_LINK_TRAINING"
"0.0000064","3","0","0","3","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\ENABLE_INBAND_STEREO_SIGNALING"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\ENABLE_MSA_OVER_MST"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\ENABLE_OCA_LOGGING"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\Enable_xvYCCForITFormats"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableAdaptiveSync"
"0.0000024","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableAggressivePStateBoost"
"0.0000026","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableAggressivePStateOnly"
"0.0000025","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableAvoidTDROnSurpriseRemovalWAR"
"0.0000033","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableColorSpaceConfig"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableColorSpaceProfileMgmt"
"0.0000024","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableCoproc"
"0.0000024","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableCoprocPowerControl"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableCoreVoltage"
"0.0000025","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableCrossFunctionPowerTracking"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableDirectFlipFor3dLut"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableDisplayColorTransformCapability"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableDriverControlledPMM"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableDVIPClkLimitOverride"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableDynamicEdidMode"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableEDIDColorCharMgmt"
"0.0000024","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableGC6InDisplayOffState"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableGlitchlessAudio"
"0.0000011","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableGpuFirmware"
"0.0000012","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableGpuFirmwareLogs"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableHdrBrightnessControl"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableHdrDpcdCheck"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableHeadReassignmentForVrDisplay"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableHotplugOnDesktop"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableHWScheduledRenderGDI"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableLateFlipsOnVr"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableMClkSlowdown"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableMdmRunTimeSupport"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableMonitorActivationPriority"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableMosaicLifetimeChanges"
"0.0000025","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableMsHybrid"
"0.0000025","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableMsHybridByDefault"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableMsHybridHeads"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableMultiHeadsGpuScalingOnTiledMonitor"
"0.0000036","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableNonContiguousSVM"
"0.0000025","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableNVLinkL2Tracking"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableOpForVr"
"0.0000025","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableOSD3ColdOnAudio"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnablePerformanceMode"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnablePowerStateHandShake"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableQueryIntegratedDisplay"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableRblTestPattern"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableRblWriteFromDD"
"0.0000024","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableRc"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableResetEngine"
"0.0000033","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableResourcesFiltering"
"0.0000011","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableRmTestOnlyCode"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableRS2FlipCollapse"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableRS2ImmediateFlipCompletionReporting"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableRS2VSyncToImmediateFlipConversion"
"0.0000027","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableRuntimePowerManagement"
"0.0000040","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableSegmentPreservation"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableSetTimingFailureHandling"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableSmartDimmer"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableSpanWithoutVideoBridge"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableSWFlipMetering"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableTiledDisplay"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableTLBInvalidateOpt"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableTwoHeadOneOrForAllTimingInEdp"
"0.0000023","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableVesaPsrForDDS"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableVGXFlipQueue"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableVideoWithOneShotMode"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableVirtualRefreshOnMosaic"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableVrrCursorRelease"
"0.0000019","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableVrrDisplayValidation"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableVrrExtendedScan"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableVrrFrameSmoothing"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableVrrLowFreqFrameTimeEstimation"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableVrrMethodMode"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enableVrrModeFilter"
"0.0000025","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnableXGPUSupport"
"0.0000160","10","0","0","10","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EncodeCtl"
"0.0000011","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EncSessionStatsReportingState"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\enforceReferenceColorAccuracyMode"
"0.0000032","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EnhanceContrastByLTM"
"0.0000011","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EPC_HWSLOW_FC7E081B"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\ERELIMFS"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EsGpuForceMode8x6"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\EshiftEmulationMode"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\F1ResidencyRequirement"
"0.0000035","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\F1TransitionLatency"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\FastResume"
"0.0000035","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\FBPTEsForPreWin8PascalAperture"
"0.0000032","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\FeatureControl"
"0.0000018","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\FeatureControlOnEdidId"
"0.0000012","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\feeb3241"
"0.0000017","1","0","0","1","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\flipWaitCountForPostMuxOperation"
"0.0000034","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\FocusTimeSlice"
